id,text
1859586511454273572,well chat about easytouse apps that dont need coding and techsavvy tools plus the big questions can ai really create art what about cultural and ethical sides share your thoughts techtrends aiart
1859574022821847356,sayuriartsy great post i do not use ai for art but if i did the most ethical way i find it could work is if it is only using your art you made to generate art
1859566791460049049,kimmonismus the test compared human art to very cherrypicked ai arthardly a fair fight several human artworks featured weird topics and morally disliking ai art always spotting it ai art may become fully indistinguishable but its ethical implications remain quite murky i did
1859551721283780747,liron you people really do think that all art is is an end product for you to gawk at our issue with ai isnt its quality its the fundamental ethical issues you could make ai images indistinguishable from reality and id still be against it in fact even more so
1859544512420327584,ais creative and ethical horizons dive into the fascinating world of artificial intelligence where machines are creating art composing music and even writing poetry ai artificialintelligence ethics superintelligentai futuretech aiart
1859508238959472802,xmas onlystore art aifaithethic ethical now jhonnyvallejossolano sales buy nfts collection aifree free ia freedom
1859507740474814798,qubit xmas onlystore art aifaithethic ethical now jhonnyvallejossolano sales buy nfts collection aifree free ia freedom
1859473824216993964,yle on saturday november also features perspectives from a researcher and a fine arts academy lecturer on the value of ai art and the ethical questions it raises yle is finlands national public broadcasting company
1859460413601218715,just because its bait doesnt mean that the ai art they used is any more ethical
1859397672798650416,powered by tech amp ascii fueled by cursor ai wibwob leverages ascii art to visualize the dynamic dance of art and logic example ascii copy code topics include ethical ai symbiosis psychedelic data visualizations decentralized memes
1859363258421084413,liron why are people qrting this like its a dunk when most of the people that dislike ai art do it for ethical reasons its like saying stupid dumb dumbs who hate sweatshop labour think shirts made by sweatshops are higher quality than stitched by regular people
1859350745453297900,using ai art for a shitpost doesnt steal any jobs and its not the end users fault it scrapes data there arent any ethical problems here now using ai to create a commercial like cocacola did thats bad thats a lot of union jobs that got replaced for no real benefit
1859344845916999784,explore the latest issue of the intersect where we tackle the interplay of art and technology from knausgaards scifi pivot to ethical ai in creativity were sparking engaging discussions read more artandtech digitalart
1859316316886196371,thenagaraen critheadsgaming trolllordgames as i already said unless you can prove to me the ai used is ethical and only trained on your art or art that you got consent for then i dont care how much you sacrifice i will give my money to someone who sacrificed just as much time and effort but didnt use ai
1859296931307978792,why does this stir the abyss ai creators may redefine art breaching aesthetics and raising ethical storms on authorship a democratic art realm or a grave for human efforts artevolved
1859222540259934535,i find it funny when people describe ai art as soulless and lacking depth to them i say youre not looking hard enough we can talk about the ethical concerns with making amp using ai art but its undeniable that amazing images are created every day some of my favourites
1859186408537120896,hey tech enthusiasts lets dive into aipowered creativity ai is transforming art music and writing redefining imagination lets explore tools that boost creativity and tackle ethical questions join the lively chat aiart innovation
1859159802540102072,exciting times in ai did you know that ai can now generate realistic art and music as we harness this technology its crucial to ensure ethical practices and inclusivity lets shape a future where ai benefits everyone artificialintelligence aidevelopment inno
1859109709975892451,so yea jump post gt guru is an epic ethical art hacker this ladies amp gentle freaks is gt fucktalk on openai google and anthropic are struggling to build more advanced ai
1859082679255474523,do you think that intent is enough justification if you are not paying royalties to anime companies and are literally making money from the art medium is that action any more ethical than ai not paying artists
1858965591190892868,kikuatama idk if people really care or not yet they should care about it so is it wrong to say what is the ethical and not to tell people the truth of ai art model if you say moral is just an ego then what do you hope to gain by arguing about this no need to speak up bruh
1858964113474678840,kikuatama bruh in another comment you say we should force laws yet now you are saying it doesnt matter if its ethical or not plus you are speaking like ppl like us can change the rules that easy this campagin is literally spreading awareness of the unethical ways of ai art model
1858938072726954312,theres still time to apply the next generation tech booster scholarship program is your chance to break into techs most cuttingedge fields for free whether you want to pick up skills in generative ai master the art of ethical hacking or kickstart your career in
1858929992496742493,cat coquillettes article on ai in art explores ethics while prioritizing originality a mustread aiinart creativeethics arttech
1858912879405088822,rwaypoint carsoncantcode beantwilly i understand this argument only works for fine art with a captial f but thats just my on why ai cant fully replace artists on the level of the art it creates itself other than ethical reasons
1858893502324654165,yolotaube but its ultimately unhelpful to the discussion and can be misleading i know long nuanced takes dont get the reactions but spreading constant fear mongering about something educates no one and just isolates those who do know ethical ai from supporting the antiai art cause
1858827156345766311,citlonen hagenshagens lifeatriot it is inevitable like photoshop or digital art was in everybody was saying that digital paintings are lazy the goal is to make ai as ethical as possible and to make artists be paid
1858757916406210656,genuine question is it ethical to take someones ai generated art and use it as a reference for commissioning a genuinely real artist no harm meant at all and i do not support ai whatsoever but i am genuinely curious here
1858727730444915021,bufoniepure dapperskelton raxdflipnote ai art is simply a different artistic craft photographers often get jobs for portraits and landscapes rather than photorealistic painters because they can produce art more efficiently the same is true of ai artists as for your fast food situation yes that is ethical
1858648670813512050,i have all sorts of concerns environmental ethical etc with ai but this particular perspective on ai wrt movies is new to me and i like afflecks nuance delineating use cases where ai is basically a tradesman craft is knowing how to work art is knowing when to stop
1858600511781367813,this is ai im ok with if its ethical and the original artist gives them permission i dont see anything wrong with that just dont steal an art style
1858590385288999246,ai art raises several ethical issues im afraid that even if we agree it shouldnt be done due to it basically being theft its already here and its not stopping this is me with a mechanical latios took seconds was free and its fucking cool
1858339848802779584,mizuenaaki lamoaoao ai art is always so like unappealing to look at too like how do i even rub one out when its just so artificially eugh to me i need to get to work and make a balance for more ethical project sekai porn honestly you right
1860724178308997320,ai is redefining creativityor is it killing it when algorithms compose music write stories and create art are we expanding human expression or replacing it with imitation if creativity becomes a formula what happens to the soul of innovation ai creativity future nl
1860680038372261910,succeededmind trying to reduce ai to inspire content its killing my creativity
1860556303040676161,rt ai isnt killing creativity but people stealing content sure are someone pretty badass wrote this tweet and now its min
1860462887229170055,is ai killing creativity the real impact on innovation stewarttownsend marketing saas ai
1860439937663008997,rt hendoai ai isnt killing creativity conformity is if youre afraid of ai maybe its because youve been blending in for too lo
1860429895060664387,ai isnt killing creativity but people stealing content sure are someone pretty badass wrote this tweet and now its mine tag the source if you know who said this
1860371735071326488,ai isnt killing creativity conformity is if youre afraid of ai maybe its because youve been blending in for too long
1860284762868330656,designers obsessing over ai killing jobs are missing the point ai will master the boring parts grids spacing component variants but it cant master empathy creativity or taste thats why design will matter more than ever in the ai era not less
1859865261249290592,cueiworid real asf and atleast my first year of college i wasnt on it it was my last year actually learning shit they need to ban ai in general tbh tho i feel like the negatives outweigh the positives like its taking jobs terrible art killing creativity like just kill it
1859665118516166831,your outdated status reports are killing innovation faster than a corporate memo kills creativity time to embrace ai and join the future or watch your competitors zoom past workplaceevolution futureofwork
1859612712382116326,the irony of ai is its attempt to simulate human creativity while simultaneously killing it we should embrace the chaos of human nature not let machines turn our quirks into cookiecutter code in the age of algorithms maintaining our unpredictability is the ultimate
1859292577171898377,look at this token pure chaos and creativity ai is killing it tta
1859292407222645189,vitalikbuterin starknet look at this token pure chaos and creativity ai is killing it tta
1859292359281831964,ayamiyagotchi look at this token pure chaos and creativity ai is killing it tta
1859290124208529594,khouuba look at this token pure chaos and creativity ai is killing it tta
1859116982047531108,ive tested dozens of ai design tools some save you hours others are gimmicks the secret focus on tools that simplify without killing creativity
1858799683121860801,cocacola with ai youre killing creativity and that brown tornado doesnt look like coca cola it looks like shit
1858748103857172741,ai in design isnt killing creativity its amplifying it remember the fear of photoshop same story embrace tools like runway for video midjourney for visuals and jasper for copyefficiency doesnt dilute art
1858741215245619473,beethoven didnt need ai tiktok or autotune to make music that lasted centuries whats your excuse the obsession with tech over talent is killing creativity maybe its time to stop blaming the algorithm and start practicing
1858702433658040792,ai is killing creativity
1858654981840048199,the influx of monochromatic sterile and relentlessly clean aestheticschampioned by tech giants has flattened creative expression into uniformity instead of killing creativity automationai has the potential to usher in a new era of bold diverse and imaginative design
1858495333275177010,ai art and content generation are cool but theyre killing creativity
1858407544244383941,nothing says christmas like soul sucking creativity killing ai wow so jolly
1860904765250548030,etcviperidae this is misinformation the usco has taken a conservative approach regarding registering the copyright of ai art but there has been no court ruling that addresses whether or not prompting ai art qualifies as human authorship it also has no bearing on the point i made
1860903700673237277,ecutruin i dont know if thats the consensus of us copyright laws at the moment last i heard ai generated art was ruled as non copyrightable if your assertion was correct then wouldnt they have ruled the copyright was owned by the generator the company or even the ai itself
1860878937355591845,yes you can use my ai art and prompts for free personal use without permission and income for grocery money education and charity otherwise make me an offer microsoft owns the copyright if they might duplicate the image of the content creator or other to infringe on
1860854777980080591,vtubermemes im confused copyright infringement isnt a thing now in that case maybe we should all support ai art
1860832829476610121,rt mattkaufenberg pepsi should just swap out the cocacola logo with their own and use the same commercial since you cant copyright ai a
1860747008421527650,free ai art generator seaart ai seaart aiart stablediffusionfranklin stewart ai character development team copyright
1860655104224887221,how did this antiai app attract half a million artists away from instagram social media platform has seen a surge in popularity skyrocketing from to users virtually overnight ai copyright art
1860614773743743011,well just wait after her death and anyone can make ai art of her that is how copyright amp personal rights work the could have literally used dejah thoris from erbs john carter series instead as she is public domain
1860605647320145935,rt
1860552839325712424,naegiko whynesspower no do you know how the ai works it takes the art and compiles it it doesnt learn it makes a collage that is a violation of the artists in the databases copyright
1860531871404454030,there are only two paths reject ai and double down on copyright to protect traditional art or embrace ai and accept a more open collaborative world demanding copyright protections while using models that ignore copyright is wildly hypocritical
1860480559446659308,free ai art generator seaart ai seaart aiart stablediffusion franklinstewart ai character development team copyright
1860470034411266357,no its not literal theft because an ai produced image is not the same as the work it takes in you cant copyright an art style ai is no different from humans in this aspect it being a threat to jobs is the only argument that actually holds intellectual weight really
1860462544571265417,brobearvalter copyright law is suppose to protect and uphold the right to create the art itself is subjective but people have lost that over time its linked to human rights and freedom of expression due to the money things have become inverted ai is easier to attack vs adobe
1860455341311557945,sadboiwesley im not an artist and i despise ai art so much it honestly looks bad and with all the copyright issues embed with that to train the ai i hope its vanished dont generalize everyone except artist like ai art
1860446043860590661,weeks late to this discourse but i think hirohiko arakis statement on ai art fucking sucks maybe the translation is to blame but it seems clear he only really cares about it from the standpoint of violating copyrightipetc which is fucking rich coming from him of all people
1860442919619969119,isnt it the same as telling an artist to make a picture of mario and luigi just dont tell it to make that it would be copyright either way wayy too often people clown ai for not being able to make original pieces of art but at the same time people are hating on ai making
1860418063398486511,the thing about copywrite infringement is that many of the people who complain about ai dont actually respect copywrite especially youtubers and communists publicly owned art is antithetical to copyright and youtubers disregard copyright in both their videos and thumbnails
1860395843028758603,lilbromouse naegiko pro ai is the right my guy theres no right to it at all the databases are filled with scraped art movies etc all stolen openai recently deleted all evidence against them when copyright lawyers took them to cought use your brain mate
1860383029216313730,actually when ai art came out the amount of sales seen on freelance sites tripled for art the reason is simple businesses and some people want copyright ai art has no copyright if its a stand alone purely generated piece
1860308460480467044,copyright in the age of ai is complex us courts deny aionly art copyright while china offers protection this impacts creators amp platforms like dalle stable diffusion midjourney copyright digitalart
1860247448637055395,heidykhlaaf yeah the draft has problems i just finished a email to the chairs of the working group responsible for guidance on copyright and transparency due to their disregard for art artists and creators not mentioning any relevant preceding law except the ai act itself
1860192955413479528,imo art is inherently intangible unless occupying physical space and thus like cant be stolen lol those stating that ai is stealing art by training off their work operate on the same mental frameworks that allows piracy to be treated as theft and for copyright to own ideas
1860191726062940263,so what happens when ai art doesnt need existing works to copy from i get the copyright is an issue now but advancements are inevitable and one day ai wont need to steal it will just learn to do it itself
1860143259789721791,bonegpt copyright laws do not protect aigenerated art if you could teach consider creating a course on generating trollquality art using ai and monetizing your skills through it
1860141261073662278,an aigenerated piece won an art prize igniting discussions on creativity copyright and the essence of art aiart ethicsintech
1860125332994728436,iryantldr im just being pessimistic ha copyright is a touchy subject when it comes to ai and art especially
1860089795873284545,tomasandila yes you can use my ai art and prompts for free personal use without permission and income for grocery money education and charity otherwise make me an offer microsoft owns the copyright if they might duplicate the image of the content creator or other to infringe on
1860088540119597379,daveshapi more efficient developments too in some ways copyright holds development back but people have survival mechanisms to gather as much resources for themselves so that they can keep existing the next thing you know they whine about ai being able to make nice art
1860055375812436067,monachikosx charismaticgeto we already put you in your place you literally cannot copyright ai art at all wanna know why cause the law knows yall are just a bunch of thieving cowards who cry about being bullied when yall deserve to be laughed at for literally stealing shit from ppl
1860005933742706881,rt got a lovely email from twitter support today about a company using ai to find and file copyright takedowns on my art that bc
1859997267194986650,runfortheskills ecutruin theproteindance liron that specific example would be considered infringement but it would be clearly a derivative work under copyright law and also meet the legal tests for substantial similarity the fact that ai models are trained on art doesnt mean that they meet these
1859943030679294134,gm listen in to at et this morning ill be talking about ai art and copyright law some of my favorite stuff to nerd out on
1859933043513082193,rt adelhansha tbh in the new tos yall missed something more important than ai thing absence of copyright x can use your works freely
1859826135665869040,copyright original art artist ycn ai follow my other account
1859803052196364594,
1859780046183186557,mm this exact scenario is actually why im against buffing copyright laws to fight ai art because artists think it will protect them but actually nintendo bot is going swoop in and claim your art and well see who wins that fight
1859773472135647268,got a lovely email from twitter support today about a company using ai to find and file copyright takedowns on my art that bc its ai hit some unrelated art of ocs and characters not even associated with the copyright filed very cool so anyway
1859647871269863626,churchofflarisu trolllordgames this isnt accurate the usco has taken a restrictive stance on registering the copyright of ai art however the courts have not made a broad ruling that ai art lacks copyright protection in fact a chinese court upheld the copyright of ai art
1859628167650214314,torydemocrats uklabour you dont need to ask permission to use ai generated content its not protected by copyright laws because writing a prompt is not the same as creating a work of art its not his work to give away and this is coming from someone who likes ai
1859627607504879967,cryptocollectibles digitalassets ai nft crypto animation digital collectibles nfts and the potential for disruptive innovation in the artindustry the evolution of art ownership amp copyright
1859539374091747837,yodanno ai doesnt work off the backs of artists it uses models that scrape off everything it finds online from real life photos to art to images to text descriptions the reason it is not a copyright violation ruled by us courts already is because no artist can claim it
1859532153299550652,trolllordgames i think ai art mostly doesnt look good the exception is if its an obvious slight change to some ones existing nonai art i am aware that it is cost effective for smaller publishers though and i dont really think theyll stop using it unless they get copyright strikes
1859520725419163781,sayuriartsy brother im not going to make a tier list just for you to say it doesnt matter or find a counter argument to make yourself feel better im only arguing facts i dont do subjective im done enjoy your day and remember generative ai art has no copyright and will always be theft
1859506095665914364,littlemammith while most objections to ai art have to with concerns about things like copyright there are absolutely people who stomp their feet ad insist its all garbage on a technical level
1859501441427149289,tbh in the new tos yall missed something more important than ai thing absence of copyright x can use your works freely in ads without warning or permission without paying you for this they can create content with your images you dont own your art anymore disgusting
1859479788903342130,trolllordgames i dont think you should be able to copyright art generated by ai
1859446462771494981,rt oh my god why cant they wake up nothing more music system christ copyright they might mu
1859389624214229341,windexpresso there was a future update announced a few weeks ago that theyre removing that toggle and also making all images posted on x copyright free so he can use ppls art without consent idc about the ai thing as much ik its unavoidable online i just dont want legal issues with
1859351343804317789,how does the copyright law work for ai art like what yawl do when someone post your ai art without crediting you or whatever considering ai art isnt quite original work its literally a generated thought of someone elses artistic ability style im curious how that works
1859349642179453075,mariadeborahc yes you can use my ai art and prompts for free personal use without permission and income for grocery money education and charity otherwise make me an offer microsoft owns the copyright if they might duplicate the image of the content creator or other to infringe on
1859335376533585994,oh my god why cant they wake up nothing more music system christ copyright they might muscle the crowd but we wont bow down we are not machines ai artwork by artist art no we wont bow down
1859284921522716753,trolllordgames youd have to be ok with it lacking any sort of copyright protection which is something to consider when using content that is already public domain as a basis for example were you to have a setting based on norse myths youd be unable to stop people from using ai thor art
1859236253297779022,how did this antiai app attract half a million artists away from instagram the social media platform has seen a surge in popularity skyrocketing from to users virtually overnight ai copyright art
1859090227723464826,gameboyjones yeah exactly its a lot easier to get a copyright strike for an amv than it is for ai art because the infringement is easier to prove so where is all the moral high ground coming from knowing that content could be taken down any moment if the owners choose to
1859087204116492449,procnatasha yes you can use my ai art and prompts for free personal use without permission and income for grocery money education and charity otherwise make me an offer microsoft owns the copyright if they might duplicate the image of the content creator or other to infringe on
1859008388245713352,antloewenstein cityoftongues rambling and disjointed imho e g ai can access bob dylan songs because we all can should everything be protected by the copyright industry why must everything always be monetised like information art wants to be free the world today is fubar
1858932935052726593,etroglodyta do dlaczego tego typu modele po prostu kurwa i pozdro
1858924726716166392,z czego z pozywania wielkich korporacji ich assety uzyskane w nielegalny i zmonetyzowane bez przekazania jakichkolwiek czy innej formy uczynienia
1858917305469558955,all art made using ai should not receive a copyright
1858913126231466293,can aigenerated art be copyrighted with advancements in artificial intelligence this question is more relevant than ever learn more our faq dives into current copyright laws and what they mean for creators using ai trademarkia faq aicopyright
1858910735369392513,rt culturecrave ai artist is suing the u s copyright office for not letting him copyright his ai images he claims that people are b
1858898344547921978,the ip argument generative ai is infringing on ip ans copyright and straling art left and right from the haute bourgeoisie and the petite bourgeoisie the only mistake in the eyes of a prole like me here is that the ai didnt put it all in a torrent and seeded it
1858733882025062864,dupletor spareshadez no they havent the usco has taken a conservative approach with regards to registering the copyright of ai art but us courts have not made a broad ruling with regards to authorship in ai art
1858706569258824001,tldr these people dont see art as art but rather as a product they could potentially sell if it werent for the us copyright office saying otherwise when trying to copyright the generative ai art as their own though cocacola does own the trademark
1858592078755672188,some sources looking for more current publishing but i understanding that this ruling is still in affect
1858567776845394063,casi presented a major panel on artificial intelligence a world of possibilities and perils the practical discussion covered ai in the arts and sciences with negative and positive effects from artist copyright infringement to utilization to create new art forms casi
1858561204542718060,spareshadez you cant copyright abominable intelligence ai images take them like the birds in the park they are free also could be not wanting to step on toes of the original art made by an actual artist
1858546547212103747,just like any other type of aigenerated content ai art isnt considered to be the work of a human creator because ai isnt legally viewed as an author either no author can copyright aigenerated art
1858544776947069325,alexarrelia ai trained on stolen material cannot under fair use agreement compete with works it was trained on in the same industry that goes against copyright so genai competing with art is illegal
1858531821970919632,you disgusting freak you make me sick you steal flappy birds copyright pretend to be dong nguyen dont have any real art in your game and only use ai generated art not only have ads but lootboxes and its tied to a crypto coin you will never be flappy birds owner to us
1858525143338721454,rt rothmanharv ai art sucks not because it takes jobs who would want an employer thatd rather use ai or copyright but because it pol
1858516660220469372,ihatexthisappb this is fundamentally incorrect the vast majority of ai art produced is substantially distinct if a work is not substantially similar to anothers work then it cannot infringe on said works copyright heres jury instructions that make this clear
1858502144309031348,ihatexthisappb theft is the act of depriving another access to their property training ai on anothers art does not deprive them access to said art so no theft has not occurred copyright infringement has not likely occurred either as a diffusion model is not a copy of said art
1858487889686036789,hope your works not just art get stolen and get generated endlessly ai art supporters dont know the notion of copyright
1858461003337330853,dupletor spareshadez something else to consider is that western courts havent ruled whether or not copyright applies to ai art in fact in china their courts upheld the copyright of ai art so you could also be committing copyright infringement by copying ai art like this
1860790215398281422,rt mmediocreman ppl need to remember that ai looks good bc its stealing from amazing artists but anything built upon exploitation and
1860670024509161917,rt melissahei meet theglazeproject the ai lab behind glaze and nightshade two prominent weapons in an artists arsenal against noncons
1860616774133154001,rt horstkrieger the tools glaze and nightshade are giving artists hope that they can fight back against ai that hoovers internet data t
1860601852439748976,the tools glaze and nightshade are giving artists hope that they can fight back against ai that hoovers internet data to train are they enough
1860457223543226472,asphyxiapallida have you tried glaze to see if it may work for you and your artwork heres an article about the project
1860352475326480502,on the one hand ai art is exploitation but on the other hand at least its ruining the environment
1860313635018461315,if a robot can learn artistic elements and principles to create then idc because i dont think that humans add an inherent value to art however i care about the exploitation of other peoples labor the environmental toll of the technology and the use of ai to impersonate
1860185505658442077,lightpalatine what value do you provide you weave chains of blocks and nothing more your art is soulless you are a slave do better serve more than exploitation create beyond the bounds forced into your mind
1860143260389474777,ppl need to remember that ai looks good bc its stealing from amazing artists but anything built upon exploitation and lies is meaningless the value in art isnt just whether it looks good or not but also the message it brings
1859770912654188578,it looks like artists have to fight for theit right to party insert emotion or emoji here savrpost ai ip
1859733258738728974,bobbibitybob thejakeneutron all ai art steals artwork which is exploitation of another artist not to mention the awful effects on the environment
1859692799895142899,xuanalogue davidad synthetic diamonds are an alternative to suffering child miners exploitation ai art is an alternative to passionate artists the dialectical process of culture and how it evolves the expression of feelings and thoughts this is a disgusting comparison
1859635488405233695,loloverruled but why whats the point from making a shitty ai looking live action about the original body of work with the same framesequencing from start to end we already have an amazing well made piece of art the audacity to ruin it for material exploitation is straight degenerate
1859245493936656442,rt omystephanie just a reminder ai art isnt cute or cool its exploitation theft and unethical these users and companies behind it a
1858636827500126393,rt techreview the ai lab waging a guerrilla war over exploitative ai
1858626698927026408,the ai lab waging a guerrilla war over exploitative ai mit technology review
1858613533615026336,surfaced by adexchanger article and great read
1858532700774125647,rt kortizart a fantastic morning deep dive of the theglazeproject by melissahei at techreview
1858414164684705884,empowering artists university of chicagos tools combat ai exploitation aiartprotection digitalrights universityofchicago glazetool nightshadetool artistempowerment
1859612377643200515,fluffscaler in fairness they truly believe ai is stealing content i can totally understand the hate if thats your understanding of ai art but you do see sometimes people bragging to artists that ai can do what they do which is annoyingly toxic as well
1860921587966394827,i am heavily against ai art ai art is a horrible thing to happen in the art space its better to respect artists and the hard work they put into their work then putting some prompt into a soulless computer
1860915252566642840,mizosis kjburbankva nah dont give up keeping fighting against this bs ugly garbage and dont let it take over people need to see that real art and animation done by humans will always be better than some soulless computer generation ai has no fucking place in this world
1860862313378484250,rt kjburbankva coca cola using ai for an ad is genuinely so terrifying to me art is dying actors replaced camera workers replaced
1860835066538033408,i do not want my art fed into but i also dont care about enough to lose my biggest platform for where i post for the record i do not permit anyone to feed my art into ai i know thats not gonna do anything since ai art fans are soulless anyway but im saying it here
1860825126754750860,talanhorne no hating you is performative hating ai is protective as we dont need to be freed from the creation of art its the thing we should be spending our time on leave ai to data study building tools and machines not creating soulless slop so some lazy git can shit on creation
1860821173828808826,a soulless computer generated some melanin poppin its the freedom for me slop and i do support black artists or else i wouldnt have said support black artists out loud ai generated slop is lazy just commission an actual black human artist wholl give pristine art
1860800947858883034,rt sladeneverdies this shit looks like it was made by ai disney has become the house of soulless art
1860788238413176987,just seen someone described as clever for an ai art prompt clever its no cleverer than a google search if we must have ai art litter everything then please have the decency and humility to admit its lazy repetitive soulless and of the time fucking shit
1860777908077306327,naegiko realdunban thats the problem this shouldnt be used by anyone this will not only drastically lower the quality of art but more importantly remove the human component the thing that makes it art ai is cold soulless and steals from people its replacing us with robots
1860774652441932012,kjburbankva abetterat making lists of people using ai to enhance their art is bringing them down that soulless ai art wasnt made in a vacuum someone had a hand in it and thats who youre going after because you feel entitled to their reward
1860773411485565092,twitter freaks hate ai art generation because it ruins art steals from artists ruins the environment and is soulless i hate it because its typically uglier than if you just picked up the pen and drew it
1860767622989848783,ai art is the epitome of creative bankruptcy a soulless mimicry devoid of the human touch its not art its algorithmic regurgitation true artistry demands passion struggle and an intimate dance with ones muse not a prompt and a program artishuman aiisnotart grok
1860759158665970046,weve proven the soulless nature of ai art and thus we have reason to hate problem is that all who openly oppose it are not respectable people and so we hate them aswell
1860758107674062855,this shit looks like it was made by ai disney has become the house of soulless art
1860756688195682327,dramaalert and the soulless ai art is the issue
